Dzien	Samochod	Czas	Trasa
12.09.2022	MSO671	24	6
12.09.2022	MSO023	120	52
13.09.2022	MSO671	129	59
13.09.2022	MSO023	194	106
13.09.2022	MSO671	83	21
13.09.2022	MSO023	187	131
13.09.2022	MSO231	176	139
13.09.2022	MSO671	151	128
13.09.2022	MSO023	16	8
13.09.2022	MSO671	183	108
13.09.2022	MSO671	15	4
13.09.2022	MSO671	13	7
13.09.2022	MSO671	124	56
14.09.2022	MSO023	64	21
14.09.2022	MSO671	18	9
14.09.2022	MSO231	120	50
14.09.2022	MSO023	15	4
14.09.2022	MSO671	163	162
14.09.2022	MSO121	188	88
14.09.2022	MSO023	108	40
14.09.2022	MSO671	167	85
14.09.2022	MSO231	102	75
14.09.2022	MSO671	184	63
14.09.2022	MSO255	189	96
14.09.2022	MSO023	104	56
14.09.2022	MSO671	170	90
15.09.2022	MSO121	10	3
15.09.2022	MSO231	132	97
15.09.2022	MSO671	132	67
15.09.2022	MSO023	161	158
15.09.2022	MSO023	83	42
15.09.2022	MSO023	72	24
15.09.2022	MSO671	156	69
15.09.2022	MSO023	75	19
15.09.2022	MSO671	76	19
16.09.2022	MSO023	194	103
16.09.2022	MSO671	57	14
16.09.2022	MSO121	88	22
16.09.2022	MSO231	144	135
16.09.2022	MSO121	160	102
16.09.2022	MSO255	52	13
16.09.2022	MSO023	32	16
16.09.2022	MSO121	145	82
16.09.2022	MSO671	157	65
16.09.2022	MSO671	176	115
16.09.2022	MSO023	175	91
16.09.2022	MSO023	144	86
16.09.2022	MSO231	51	13
16.09.2022	MSO671	63	16
17.09.2022	MSO023	197	93
17.09.2022	MSO023	94	24
17.09.2022	MSO671	59	30
17.09.2022	MSO255	119	51
17.09.2022	MSO023	199	178
17.09.2022	MSO023	179	144
17.09.2022	MSO023	22	7
17.09.2022	MSO231	39	20
17.09.2022	MSO231	106	100
18.09.2022	MSO671	145	68
18.09.2022	MSO023	103	64
18.09.2022	MSO023	106	50
18.09.2022	MSO023	110	70
18.09.2022	MSO121	47	12
18.09.2022	MSO121	130	98
18.09.2022	MSO121	118	63
18.09.2022	MSO671	127	44
18.09.2022	MSO231	83	42
18.09.2022	MSO023	182	180
18.09.2022	MSO231	31	10
18.09.2022	MSO671	98	33
18.09.2022	MSO121	64	32
18.09.2022	MSO121	67	22
18.09.2022	MSO121	99	33
18.09.2022	MSO231	196	85
18.09.2022	MSO255	115	86
18.09.2022	MSO023	98	33
19.09.2022	MSO671	191	167
19.09.2022	MSO231	158	72
19.09.2022	MSO671	151	69
19.09.2022	MSO023	19	6
19.09.2022	MSO671	97	49
19.09.2022	MSO121	119	102
19.09.2022	MSO255	180	86
19.09.2022	MSO671	153	89
20.09.2022	MSO121	178	73
20.09.2022	MSO023	52	26
20.09.2022	MSO255	110	60
20.09.2022	MSO231	148	73
20.09.2022	MSO671	85	43
20.09.2022	MSO255	110	57
20.09.2022	MSO231	102	38
20.09.2022	MSO671	43	22
20.09.2022	MSO121	131	66
21.09.2022	MSO231	10	5
21.09.2022	MSO121	91	23
21.09.2022	MSO671	170	83
21.09.2022	MSO231	104	88
21.09.2022	MSO231	184	66
21.09.2022	MSO671	88	44
21.09.2022	MSO231	195	71
21.09.2022	MSO023	40	10
21.09.2022	MSO121	44	11
21.09.2022	MSO231	15	8
21.09.2022	MSO121	40	20
21.09.2022	MSO671	44	22
21.09.2022	MSO671	19	5
22.09.2022	MSO671	157	79
22.09.2022	MSO231	94	31
22.09.2022	MSO231	21	5
22.09.2022	MSO671	171	60
22.09.2022	MSO121	31	8
22.09.2022	MSO023	94	31
22.09.2022	MSO121	96	32
22.09.2022	MSO023	96	32
22.09.2022	MSO671	154	102
22.09.2022	MSO255	81	41
22.09.2022	MSO671	86	22
22.09.2022	MSO671	174	92
22.09.2022	MSO121	176	79
22.09.2022	MSO023	182	64
22.09.2022	MSO231	79	20
22.09.2022	MSO121	50	17
22.09.2022	MSO671	66	17
22.09.2022	MSO671	38	13
22.09.2022	MSO671	168	72
22.09.2022	MSO231	171	129
22.09.2022	MSO671	199	89
22.09.2022	MSO023	30	8
23.09.2022	MSO671	41	10
23.09.2022	MSO671	10	5
23.09.2022	MSO671	183	115
23.09.2022	MSO671	178	171
23.09.2022	MSO671	68	23
23.09.2022	MSO121	21	7
23.09.2022	MSO671	178	161
23.09.2022	MSO231	178	60
23.09.2022	MSO671	183	70
23.09.2022	MSO231	102	62
23.09.2022	MSO231	124	44
23.09.2022	MSO671	147	76
23.09.2022	MSO255	169	91
23.09.2022	MSO023	65	33
23.09.2022	MSO671	179	100
23.09.2022	MSO023	138	58
23.09.2022	MSO231	54	14
23.09.2022	MSO671	35	12
23.09.2022	MSO121	84	21
23.09.2022	MSO231	192	77
23.09.2022	MSO023	105	75
24.09.2022	MSO121	82	21
24.09.2022	MSO671	49	12
24.09.2022	MSO023	96	32
24.09.2022	MSO231	193	66
24.09.2022	MSO231	199	94
24.09.2022	MSO023	80	27
24.09.2022	MSO121	171	74
24.09.2022	MSO671	125	85
24.09.2022	MSO121	97	32
24.09.2022	MSO023	160	61
24.09.2022	MSO671	90	23
24.09.2022	MSO671	175	83
24.09.2022	MSO121	189	185
24.09.2022	MSO671	194	177
24.09.2022	MSO231	115	66
25.09.2022	MSO671	179	91
25.09.2022	MSO255	168	156
25.09.2022	MSO023	167	61
25.09.2022	MSO121	152	53
25.09.2022	MSO671	142	57
25.09.2022	MSO671	131	66
25.09.2022	MSO671	148	80
25.09.2022	MSO023	101	41
25.09.2022	MSO671	195	180
26.09.2022	MSO671	60	20
26.09.2022	MSO231	53	27
26.09.2022	MSO671	89	30
26.09.2022	MSO121	113	59
26.09.2022	MSO671	166	58
26.09.2022	MSO121	39	10
26.09.2022	MSO121	51	17
26.09.2022	MSO671	72	18
26.09.2022	MSO023	124	67
26.09.2022	MSO231	135	55
26.09.2022	MSO671	159	114
26.09.2022	MSO023	87	29
26.09.2022	MSO023	53	13
26.09.2022	MSO231	159	94
26.09.2022	MSO671	36	18
26.09.2022	MSO121	71	24
26.09.2022	MSO671	110	54
26.09.2022	MSO255	149	70
26.09.2022	MSO121	54	18
26.09.2022	MSO231	160	150
27.09.2022	MSO023	167	69
27.09.2022	MSO671	31	10
27.09.2022	MSO671	34	17
27.09.2022	MSO671	68	17
27.09.2022	MSO023	20	5
27.09.2022	MSO121	35	18
27.09.2022	MSO121	59	15
27.09.2022	MSO671	49	16
27.09.2022	MSO671	80	40
27.09.2022	MSO023	140	62
27.09.2022	MSO671	71	36
27.09.2022	MSO231	86	43
27.09.2022	MSO671	21	5
27.09.2022	MSO671	183	75
27.09.2022	MSO671	57	29
27.09.2022	MSO231	119	41
27.09.2022	MSO023	34	17
28.09.2022	MSO671	55	14
28.09.2022	MSO121	101	39
28.09.2022	MSO671	97	49
28.09.2022	MSO121	153	99
28.09.2022	MSO671	108	75
28.09.2022	MSO231	27	7
28.09.2022	MSO671	57	29
28.09.2022	MSO023	37	19
28.09.2022	MSO023	66	17
28.09.2022	MSO023	111	95
28.09.2022	MSO671	124	64
28.09.2022	MSO121	158	64
28.09.2022	MSO671	132	119
29.09.2022	MSO671	54	18
29.09.2022	MSO121	165	143
29.09.2022	MSO671	129	58
29.09.2022	MSO231	101	36
29.09.2022	MSO231	149	140
29.09.2022	MSO231	133	45
29.09.2022	MSO231	125	57
29.09.2022	MSO023	186	105
29.09.2022	MSO023	92	31
29.09.2022	MSO023	191	84
29.09.2022	MSO255	140	82
29.09.2022	MSO671	183	80
29.09.2022	MSO023	91	30
29.09.2022	MSO671	192	72
29.09.2022	MSO231	59	30
29.09.2022	MSO023	15	8
29.09.2022	MSO023	125	112
29.09.2022	MSO121	24	8
29.09.2022	MSO231	52	17
29.09.2022	MSO023	53	27
30.09.2022	MSO671	99	33
30.09.2022	MSO231	150	110
30.09.2022	MSO231	19	5
30.09.2022	MSO231	39	20
30.09.2022	MSO231	112	38
30.09.2022	MSO231	147	128
30.09.2022	MSO671	74	19
30.09.2022	MSO023	62	16
30.09.2022	MSO671	111	96
30.09.2022	MSO671	20	7
30.09.2022	MSO231	199	68
30.09.2022	MSO231	183	96
30.09.2022	MSO023	47	16
30.09.2022	MSO023	198	152
30.09.2022	MSO671	152	58
30.09.2022	MSO255	96	32
30.09.2022	MSO023	69	23
30.09.2022	MSO231	25	8
30.09.2022	MSO023	106	57
01.10.2022	MSO231	53	18
01.10.2022	MSO671	33	8
01.10.2022	MSO023	33	8
01.10.2022	MSO255	126	99
01.10.2022	MSO671	82	41
01.10.2022	MSO671	187	87
01.10.2022	MSO231	40	13
01.10.2022	MSO671	163	67
01.10.2022	MSO671	56	19
01.10.2022	MSO231	33	8
01.10.2022	MSO671	155	54
01.10.2022	MSO023	98	25
01.10.2022	MSO121	131	45
01.10.2022	MSO671	103	56
01.10.2022	MSO671	57	14
01.10.2022	MSO023	75	19
01.10.2022	MSO671	40	13
01.10.2022	MSO023	77	19
01.10.2022	MSO231	10	3
01.10.2022	MSO023	52	17
02.10.2022	MSO023	98	33
02.10.2022	MSO671	151	56
02.10.2022	MSO121	57	19
02.10.2022	MSO121	186	71
02.10.2022	MSO671	93	23
02.10.2022	MSO121	77	19
02.10.2022	MSO231	60	30
02.10.2022	MSO023	48	16
02.10.2022	MSO121	132	69
02.10.2022	MSO023	114	42
02.10.2022	MSO023	137	111
03.10.2022	MSO231	183	106
03.10.2022	MSO231	170	61
03.10.2022	MSO255	21	11
03.10.2022	MSO121	154	118
03.10.2022	MSO671	89	45
03.10.2022	MSO121	102	43
03.10.2022	MSO023	144	57
03.10.2022	MSO671	124	70
03.10.2022	MSO231	14	5
03.10.2022	MSO231	108	49
03.10.2022	MSO671	59	15
03.10.2022	MSO121	87	22
03.10.2022	MSO671	45	11
04.10.2022	MSO023	108	48
04.10.2022	MSO671	10	3
04.10.2022	MSO671	166	57
04.10.2022	MSO671	60	20
04.10.2022	MSO023	187	152
04.10.2022	MSO231	180	72
04.10.2022	MSO121	42	21
04.10.2022	MSO023	182	125
04.10.2022	MSO121	65	22
04.10.2022	MSO231	189	145
04.10.2022	MSO023	158	73
04.10.2022	MSO671	27	7
04.10.2022	MSO023	90	45
04.10.2022	MSO023	143	59
05.10.2022	MSO671	31	8
05.10.2022	MSO023	177	69
05.10.2022	MSO121	36	9
05.10.2022	MSO231	170	79
05.10.2022	MSO121	82	41
05.10.2022	MSO231	44	11
05.10.2022	MSO023	36	18
05.10.2022	MSO023	133	45
05.10.2022	MSO023	119	98
05.10.2022	MSO023	174	82
06.10.2022	MSO671	152	95
06.10.2022	MSO671	156	63
06.10.2022	MSO231	46	15
06.10.2022	MSO231	140	51
06.10.2022	MSO023	145	78
06.10.2022	MSO231	47	24
06.10.2022	MSO121	107	82
06.10.2022	MSO231	141	72
06.10.2022	MSO671	33	11
06.10.2022	MSO023	86	22
06.10.2022	MSO121	171	71
06.10.2022	MSO671	77	19
07.10.2022	MSO121	87	44
07.10.2022	MSO023	106	97
07.10.2022	MSO231	194	109
07.10.2022	MSO121	113	55
07.10.2022	MSO121	136	51
07.10.2022	MSO023	58	19
07.10.2022	MSO023	57	29
07.10.2022	MSO023	74	25
07.10.2022	MSO671	150	54
07.10.2022	MSO023	109	81
07.10.2022	MSO671	33	11
07.10.2022	MSO231	185	72
07.10.2022	MSO231	55	14
07.10.2022	MSO671	131	60
07.10.2022	MSO023	70	35
07.10.2022	MSO023	163	127
07.10.2022	MSO671	44	11
08.10.2022	MSO231	55	14
08.10.2022	MSO023	88	29
08.10.2022	MSO121	59	30
08.10.2022	MSO023	117	48
08.10.2022	MSO121	23	8
08.10.2022	MSO671	177	130
08.10.2022	MSO671	140	92
08.10.2022	MSO023	196	117
08.10.2022	MSO231	168	133
08.10.2022	MSO671	95	48
08.10.2022	MSO121	93	47
08.10.2022	MSO231	180	104
08.10.2022	MSO671	53	27
09.10.2022	MSO023	133	64
09.10.2022	MSO023	133	80
09.10.2022	MSO023	159	68
09.10.2022	MSO023	84	42
09.10.2022	MSO671	181	85
09.10.2022	MSO671	91	46
09.10.2022	MSO671	84	42
09.10.2022	MSO671	166	102
09.10.2022	MSO231	82	21
09.10.2022	MSO121	173	63
09.10.2022	MSO023	53	13
09.10.2022	MSO231	148	54
09.10.2022	MSO023	27	9
09.10.2022	MSO023	64	16
09.10.2022	MSO023	128	43
10.10.2022	MSO023	28	7
10.10.2022	MSO671	124	44
10.10.2022	MSO671	11	3
10.10.2022	MSO671	176	146
10.10.2022	MSO231	120	80
10.10.2022	MSO671	102	54
10.10.2022	MSO231	84	42
10.10.2022	MSO023	13	4
10.10.2022	MSO671	190	77
10.10.2022	MSO671	11	3
10.10.2022	MSO671	175	128
10.10.2022	MSO023	113	96
10.10.2022	MSO671	129	58
10.10.2022	MSO023	138	48
10.10.2022	MSO671	40	20
10.10.2022	MSO671	43	14
10.10.2022	MSO023	191	73
10.10.2022	MSO231	136	88
10.10.2022	MSO671	21	5
10.10.2022	MSO231	99	25
10.10.2022	MSO121	164	74
10.10.2022	MSO255	23	12
11.10.2022	MSO023	69	23
11.10.2022	MSO121	193	77
11.10.2022	MSO023	49	12
11.10.2022	MSO023	58	29
11.10.2022	MSO121	180	72
11.10.2022	MSO023	104	57
11.10.2022	MSO023	150	88
11.10.2022	MSO231	106	53
11.10.2022	MSO023	200	74
11.10.2022	MSO023	185	76
11.10.2022	MSO671	22	6
11.10.2022	MSO671	171	91
11.10.2022	MSO231	65	16
12.10.2022	MSO121	84	28
12.10.2022	MSO023	124	52
12.10.2022	MSO671	59	15
12.10.2022	MSO023	74	37
12.10.2022	MSO023	106	39
12.10.2022	MSO671	93	47
12.10.2022	MSO231	194	146
12.10.2022	MSO023	61	15
12.10.2022	MSO231	49	16
12.10.2022	MSO023	12	4
12.10.2022	MSO023	195	94
12.10.2022	MSO121	186	69
12.10.2022	MSO671	11	3
12.10.2022	MSO121	126	70
12.10.2022	MSO671	89	22
12.10.2022	MSO671	109	91
13.10.2022	MSO231	71	36
13.10.2022	MSO121	56	19
13.10.2022	MSO023	46	15
13.10.2022	MSO231	147	68
13.10.2022	MSO023	119	41
13.10.2022	MSO121	136	48
13.10.2022	MSO231	187	103
13.10.2022	MSO231	71	36
13.10.2022	MSO671	32	8
13.10.2022	MSO023	95	48
14.10.2022	MSO671	179	90
14.10.2022	MSO023	154	137
14.10.2022	MSO671	178	61
14.10.2022	MSO255	59	20
14.10.2022	MSO121	176	64
14.10.2022	MSO255	179	90
14.10.2022	MSO671	129	66
14.10.2022	MSO671	99	25
14.10.2022	MSO671	16	8
14.10.2022	MSO671	16	4
14.10.2022	MSO121	89	22
14.10.2022	MSO671	150	112
14.10.2022	MSO023	182	80
14.10.2022	MSO121	163	133
14.10.2022	MSO671	156	62
14.10.2022	MSO231	35	9
14.10.2022	MSO231	83	28
15.10.2022	MSO023	37	12
15.10.2022	MSO121	13	3
15.10.2022	MSO671	197	118
15.10.2022	MSO671	65	33
15.10.2022	MSO121	58	29
15.10.2022	MSO121	166	74
15.10.2022	MSO023	124	49
15.10.2022	MSO023	15	8
15.10.2022	MSO671	157	102
15.10.2022	MSO671	45	23
15.10.2022	MSO023	55	18
15.10.2022	MSO231	133	83
15.10.2022	MSO255	80	20
15.10.2022	MSO121	48	24
16.10.2022	MSO255	107	90
16.10.2022	MSO023	56	14
16.10.2022	MSO671	123	64
16.10.2022	MSO671	79	20
16.10.2022	MSO023	87	29
16.10.2022	MSO121	29	10
16.10.2022	MSO671	39	10
16.10.2022	MSO671	196	119
16.10.2022	MSO121	193	187
16.10.2022	MSO231	46	15
16.10.2022	MSO023	170	61
17.10.2022	MSO121	113	43
17.10.2022	MSO231	10	3
17.10.2022	MSO121	36	9
17.10.2022	MSO023	157	68
17.10.2022	MSO231	55	28
17.10.2022	MSO671	178	162
17.10.2022	MSO255	98	25
17.10.2022	MSO231	38	10
17.10.2022	MSO023	85	43
17.10.2022	MSO023	36	9
17.10.2022	MSO023	22	7
17.10.2022	MSO231	128	117
17.10.2022	MSO671	77	19
17.10.2022	MSO023	153	85
17.10.2022	MSO255	153	61
17.10.2022	MSO671	199	193
17.10.2022	MSO023	49	25
17.10.2022	MSO023	83	28
17.10.2022	MSO231	184	90
17.10.2022	MSO023	185	62
17.10.2022	MSO231	78	26
18.10.2022	MSO023	60	30
18.10.2022	MSO671	73	18
18.10.2022	MSO671	158	129
18.10.2022	MSO023	97	49
18.10.2022	MSO121	101	56
18.10.2022	MSO231	78	39
19.10.2022	MSO671	58	15
19.10.2022	MSO023	60	20
19.10.2022	MSO023	165	82
19.10.2022	MSO671	163	103
19.10.2022	MSO231	135	125
19.10.2022	MSO671	143	85
19.10.2022	MSO255	117	92
19.10.2022	MSO231	45	11
19.10.2022	MSO671	101	54
19.10.2022	MSO671	59	20
19.10.2022	MSO121	153	70
19.10.2022	MSO023	153	80
19.10.2022	MSO231	173	134
20.10.2022	MSO121	89	45
20.10.2022	MSO671	144	66
20.10.2022	MSO023	56	14
20.10.2022	MSO121	127	80
20.10.2022	MSO023	66	17
20.10.2022	MSO121	156	55
20.10.2022	MSO231	119	88
20.10.2022	MSO231	183	117
20.10.2022	MSO231	12	4
20.10.2022	MSO671	59	20
20.10.2022	MSO671	115	49
20.10.2022	MSO121	173	63
20.10.2022	MSO671	166	137
20.10.2022	MSO231	175	97
20.10.2022	MSO023	21	5
20.10.2022	MSO023	61	15
20.10.2022	MSO121	93	31
20.10.2022	MSO671	121	63
20.10.2022	MSO121	35	9
20.10.2022	MSO121	44	22
20.10.2022	MSO121	152	61
20.10.2022	MSO671	95	32
20.10.2022	MSO671	175	115
20.10.2022	MSO121	197	126
20.10.2022	MSO671	120	46
20.10.2022	MSO121	162	98
21.10.2022	MSO023	144	69
21.10.2022	MSO671	112	89
21.10.2022	MSO023	16	4
21.10.2022	MSO023	134	134
21.10.2022	MSO671	194	166
21.10.2022	MSO023	195	80
21.10.2022	MSO671	164	66
21.10.2022	MSO671	77	39
21.10.2022	MSO255	50	25
21.10.2022	MSO121	154	112
21.10.2022	MSO231	200	164
21.10.2022	MSO671	13	7
21.10.2022	MSO121	47	16
21.10.2022	MSO231	158	107
22.10.2022	MSO671	123	87
22.10.2022	MSO231	55	14
22.10.2022	MSO671	92	46
22.10.2022	MSO231	77	39
22.10.2022	MSO023	54	27
22.10.2022	MSO671	199	70
22.10.2022	MSO023	92	46
22.10.2022	MSO255	18	9
23.10.2022	MSO121	191	64
23.10.2022	MSO121	53	13
23.10.2022	MSO255	65	16
23.10.2022	MSO671	195	100
23.10.2022	MSO023	106	102
23.10.2022	MSO671	81	20
23.10.2022	MSO671	59	20
23.10.2022	MSO671	121	55
23.10.2022	MSO023	150	107
23.10.2022	MSO671	162	81
23.10.2022	MSO671	54	18
23.10.2022	MSO255	137	55
23.10.2022	MSO121	50	17
23.10.2022	MSO231	23	8
23.10.2022	MSO231	24	6
23.10.2022	MSO671	43	11
23.10.2022	MSO231	146	117
23.10.2022	MSO023	119	43
23.10.2022	MSO671	132	90
23.10.2022	MSO231	194	155
24.10.2022	MSO671	29	10
24.10.2022	MSO231	103	38
24.10.2022	MSO023	159	97
24.10.2022	MSO121	112	55
24.10.2022	MSO231	43	11
24.10.2022	MSO023	136	130
24.10.2022	MSO121	167	154
24.10.2022	MSO671	100	50
24.10.2022	MSO671	55	14
24.10.2022	MSO255	103	35
24.10.2022	MSO121	138	108
24.10.2022	MSO671	165	61
24.10.2022	MSO023	24	6
24.10.2022	MSO023	40	10
24.10.2022	MSO231	96	24
25.10.2022	MSO671	195	87
25.10.2022	MSO671	164	68
25.10.2022	MSO671	189	66
25.10.2022	MSO023	10	3
25.10.2022	MSO671	118	100
25.10.2022	MSO671	118	46
25.10.2022	MSO023	57	19
25.10.2022	MSO671	23	12
25.10.2022	MSO023	137	49
25.10.2022	MSO121	71	36
25.10.2022	MSO121	198	196
25.10.2022	MSO671	199	166
25.10.2022	MSO121	135	90
25.10.2022	MSO671	75	19
25.10.2022	MSO121	30	8
26.10.2022	MSO121	195	68
26.10.2022	MSO023	16	4
26.10.2022	MSO023	175	63
26.10.2022	MSO671	96	48
26.10.2022	MSO121	26	13
26.10.2022	MSO023	15	8
26.10.2022	MSO231	130	64
26.10.2022	MSO231	146	68
26.10.2022	MSO671	91	30
26.10.2022	MSO255	166	63
27.10.2022	MSO231	36	18
27.10.2022	MSO023	57	19
27.10.2022	MSO023	53	13
27.10.2022	MSO023	169	82
27.10.2022	MSO121	34	9
27.10.2022	MSO671	192	139
27.10.2022	MSO671	194	73
27.10.2022	MSO121	131	81
27.10.2022	MSO671	86	22
27.10.2022	MSO121	130	114
27.10.2022	MSO255	10	3
27.10.2022	MSO121	50	25
27.10.2022	MSO671	168	60
27.10.2022	MSO023	145	75
27.10.2022	MSO023	62	21
27.10.2022	MSO671	127	44
27.10.2022	MSO023	87	44
28.10.2022	MSO231	108	66
28.10.2022	MSO231	85	28
28.10.2022	MSO023	25	8
28.10.2022	MSO231	172	60
28.10.2022	MSO671	155	59
28.10.2022	MSO023	194	100
28.10.2022	MSO023	161	77
28.10.2022	MSO023	160	116
28.10.2022	MSO231	157	77
28.10.2022	MSO023	186	65
29.10.2022	MSO121	173	119
29.10.2022	MSO121	170	88
29.10.2022	MSO121	180	69
29.10.2022	MSO671	147	119
29.10.2022	MSO671	22	6
29.10.2022	MSO121	21	11
29.10.2022	MSO121	27	14
29.10.2022	MSO023	97	49
29.10.2022	MSO671	182	91
29.10.2022	MSO023	176	83
29.10.2022	MSO023	50	25
29.10.2022	MSO255	57	29
29.10.2022	MSO121	119	49
29.10.2022	MSO255	49	25
29.10.2022	MSO023	136	122
30.10.2022	MSO231	144	51
30.10.2022	MSO023	59	20
30.10.2022	MSO121	23	12
30.10.2022	MSO255	40	13
30.10.2022	MSO671	79	26
30.10.2022	MSO023	127	85
30.10.2022	MSO231	88	22
30.10.2022	MSO121	150	66
30.10.2022	MSO671	200	89
30.10.2022	MSO121	72	36
30.10.2022	MSO671	30	8
31.10.2022	MSO121	151	57
31.10.2022	MSO023	85	43
31.10.2022	MSO023	53	27
31.10.2022	MSO023	199	118
31.10.2022	MSO671	68	17
31.10.2022	MSO023	97	49
31.10.2022	MSO671	115	53
31.10.2022	MSO671	42	14
31.10.2022	MSO671	166	75
01.11.2022	MSO671	120	54
01.11.2022	MSO023	116	44
01.11.2022	MSO121	114	65
01.11.2022	MSO671	43	14
01.11.2022	MSO231	187	65
01.11.2022	MSO671	149	86
01.11.2022	MSO231	52	17
01.11.2022	MSO671	56	14
01.11.2022	MSO023	46	15
01.11.2022	MSO231	91	23
01.11.2022	MSO671	107	42
01.11.2022	MSO023	114	44
01.11.2022	MSO671	133	49
02.11.2022	MSO671	176	95
02.11.2022	MSO671	73	24
02.11.2022	MSO231	25	13
02.11.2022	MSO231	169	66
02.11.2022	MSO255	187	104
02.11.2022	MSO121	151	85
02.11.2022	MSO671	90	30
02.11.2022	MSO023	145	61
02.11.2022	MSO023	57	29
02.11.2022	MSO231	125	72
02.11.2022	MSO023	20	7
02.11.2022	MSO121	72	36
02.11.2022	MSO231	109	65
02.11.2022	MSO231	61	20
02.11.2022	MSO671	156	66
02.11.2022	MSO023	64	32
02.11.2022	MSO671	171	138
02.11.2022	MSO671	95	48
02.11.2022	MSO023	199	88
02.11.2022	MSO121	85	43
03.11.2022	MSO255	111	41
03.11.2022	MSO023	97	24
03.11.2022	MSO255	57	14
03.11.2022	MSO231	159	140
03.11.2022	MSO671	50	17
03.11.2022	MSO231	148	101
03.11.2022	MSO023	56	14
03.11.2022	MSO671	199	179
03.11.2022	MSO255	64	21
03.11.2022	MSO255	172	126
03.11.2022	MSO231	157	81
04.11.2022	MSO671	194	192
04.11.2022	MSO671	175	70
04.11.2022	MSO671	175	59
04.11.2022	MSO671	155	92
04.11.2022	MSO023	60	15
04.11.2022	MSO671	113	39
04.11.2022	MSO121	99	25
04.11.2022	MSO023	116	52
04.11.2022	MSO023	123	105
04.11.2022	MSO255	100	25
04.11.2022	MSO121	78	26
04.11.2022	MSO023	187	74
04.11.2022	MSO671	36	12
04.11.2022	MSO671	59	15
04.11.2022	MSO671	181	155
04.11.2022	MSO671	134	99
04.11.2022	MSO231	171	84
04.11.2022	MSO671	130	45
04.11.2022	MSO023	66	22
04.11.2022	MSO671	79	40
04.11.2022	MSO671	136	56
04.11.2022	MSO255	167	64
04.11.2022	MSO231	156	106
04.11.2022	MSO671	141	62
04.11.2022	MSO671	34	9
05.11.2022	MSO231	138	59
05.11.2022	MSO023	12	3
05.11.2022	MSO121	159	104
05.11.2022	MSO671	65	22
05.11.2022	MSO023	32	11
05.11.2022	MSO231	156	77
05.11.2022	MSO671	83	42
05.11.2022	MSO121	197	79
05.11.2022	MSO671	136	127
06.11.2022	MSO231	30	10
06.11.2022	MSO231	53	27
06.11.2022	MSO671	27	14
06.11.2022	MSO121	173	75
06.11.2022	MSO671	70	23
06.11.2022	MSO671	44	15
06.11.2022	MSO121	58	19
06.11.2022	MSO023	77	26
06.11.2022	MSO255	190	112
06.11.2022	MSO671	110	59
06.11.2022	MSO231	149	56
06.11.2022	MSO231	165	59
06.11.2022	MSO023	96	48
06.11.2022	MSO671	134	55
06.11.2022	MSO121	105	88
06.11.2022	MSO231	139	69
06.11.2022	MSO023	46	15
07.11.2022	MSO121	47	12
07.11.2022	MSO231	84	28
07.11.2022	MSO231	130	49
07.11.2022	MSO023	145	62
07.11.2022	MSO671	105	74
07.11.2022	MSO671	105	48
07.11.2022	MSO231	130	76
07.11.2022	MSO671	68	23
07.11.2022	MSO023	108	94
07.11.2022	MSO231	30	15
07.11.2022	MSO023	84	28
07.11.2022	MSO671	152	122
07.11.2022	MSO671	40	13
07.11.2022	MSO023	74	19
07.11.2022	MSO231	60	20
07.11.2022	MSO023	108	69
07.11.2022	MSO121	33	8
07.11.2022	MSO671	153	90
07.11.2022	MSO231	189	91
07.11.2022	MSO231	24	8
07.11.2022	MSO671	121	56
07.11.2022	MSO121	120	75
07.11.2022	MSO671	79	20
08.11.2022	MSO671	92	23
08.11.2022	MSO255	159	73
08.11.2022	MSO121	32	16
08.11.2022	MSO231	80	20
08.11.2022	MSO671	137	120
08.11.2022	MSO231	30	10
08.11.2022	MSO671	53	18
08.11.2022	MSO231	168	87
08.11.2022	MSO121	74	37
08.11.2022	MSO231	83	42
08.11.2022	MSO023	82	41
08.11.2022	MSO121	191	105
08.11.2022	MSO671	24	8
08.11.2022	MSO231	61	15
08.11.2022	MSO023	92	46
08.11.2022	MSO671	44	15
08.11.2022	MSO023	94	24
08.11.2022	MSO023	174	59
08.11.2022	MSO231	29	7
08.11.2022	MSO671	47	12
08.11.2022	MSO671	69	35
08.11.2022	MSO671	200	73
08.11.2022	MSO671	95	24
08.11.2022	MSO121	23	12
09.11.2022	MSO231	26	9
09.11.2022	MSO121	17	9
09.11.2022	MSO121	17	9
09.11.2022	MSO023	84	42
09.11.2022	MSO231	152	128
09.11.2022	MSO671	50	17
09.11.2022	MSO121	43	22
10.11.2022	MSO671	130	130
10.11.2022	MSO671	156	99
10.11.2022	MSO231	28	9
10.11.2022	MSO671	36	18
10.11.2022	MSO023	197	89
10.11.2022	MSO671	58	15
10.11.2022	MSO255	142	57
10.11.2022	MSO231	137	126
10.11.2022	MSO023	159	92
11.11.2022	MSO023	163	65
11.11.2022	MSO231	120	75
11.11.2022	MSO023	108	77
11.11.2022	MSO671	180	67
11.11.2022	MSO121	146	106
11.11.2022	MSO231	31	10
11.11.2022	MSO023	135	49
11.11.2022	MSO231	135	69
11.11.2022	MSO255	178	128
11.11.2022	MSO671	132	68
11.11.2022	MSO671	35	18
12.11.2022	MSO023	87	29
12.11.2022	MSO023	24	6
12.11.2022	MSO671	76	19
12.11.2022	MSO231	51	13
